"id","country","year","expectancy","drinkingwater","handwash","birthattended","gdpspent","literacy","meddoctor","nursemidwives","stuteacherratio"
545,"Saint Lucia",2000,"73.21","86.79",NULL,"100.0",NULL,NULL,NULL,"21.36",NULL
546,"Saint Lucia",2010,"75.2","92.54400000000001","87.20666666666666","99.1","4.53385",NULL,"5.245",NULL,"18.5376"
547,"Saint Lucia",2015,"75.01","96.956","87.2","98.96666666666665","4.107",NULL,"22.6625","15.7","15.4614"
548,"Saint Lucia",2019,"74.33","97.82","87.2","100.0","3.6796",NULL,"6.41","31.55","14.7391"
549,"Saint Vincent and the Grenadines",2000,"70.61","93.15",NULL,"100.0",NULL,NULL,"8.809999999999999","33.525",NULL
550,"Saint Vincent and the Grenadines",2010,"72.85","94.292",NULL,"99.1",NULL,NULL,"6.65","26.04",NULL
551,"Saint Vincent and the Grenadines",2015,"72.47","94.976",NULL,"99.12",NULL,NULL,NULL,"91.88333333333333",NULL
552,"Saint Vincent and the Grenadines",2019,"73.22","95.15",NULL,"98.6",NULL,NULL,NULL,"72.46",NULL
553,"Samoa",2000,"68.51","89.93",NULL,"80.0",NULL,NULL,"6.91","20.1","24.0154"
554,"Samoa",2010,"69.57","92.886",NULL,"80.8","5.1442",NULL,"4.04","17.189999999999998","30.236"
555,"Samoa",2015,"70.04","95.376",NULL,"82.5",NULL,"98.994133","4.315","18.22",NULL
556,"Samoa",2019,"70.45","100.0",NULL,NULL,"4.0805",NULL,"3.45","24.89",NULL
557,"Sao Tome and Principe",2000,"63.45","58.19",NULL,NULL,NULL,NULL,NULL,NULL,NULL
558,"Sao Tome and Principe",2010,"68.24","67.328","41.92","81.2","9.6515","69.536392",NULL,NULL,"26.1727"
559,"Sao Tome and Principe",2015,"69.6","73.288","41.656000000000006","92.5","3.8066500000000003","90.94510249999999","3.16","11.89","38.7764"
560,"Sao Tome and Principe",2019,"70.42","76.95","41.375",NULL,"5.1491",NULL,"0.53","9.6685","31.6543"
561,"Saudi Arabia",2000,"70.52","97.39",NULL,"91.0",NULL,"79.350937","7.24","17.66",NULL
562,"Saudi Arabia",2010,"71.76","98.45",NULL,"96.8","5.1378",NULL,"21.819999999999997","42.696666666666665","11.29315"
563,"Saudi Arabia",2015,"73.15","99.33399999999999",NULL,"98.0",NULL,"94.6343535","24.929999999999996","49.18666666666667","10.8954"
564,"Saudi Arabia",2019,"74.31","99.93",NULL,"99.55000000000001",NULL,NULL,"25.090000000000003","55.36666666666667","13.815"
565,"Senegal",2000,"58.6","39.97",NULL,NULL,NULL,NULL,NULL,NULL,NULL
566,"Senegal",2010,"65.47","53.69200000000001",NULL,NULL,"5.1825","45.79314","0.62","4.38","33.6518"
567,"Senegal",2015,"67.2","62.839999999999996","23.709999999999997","56.975","5.4564","50.16477066666667","2.625","9.485","32.09"
568,"Senegal",2019,"68.58","69.49","24.075","67.06666666666668","4.88255",NULL,"0.7","3.065","34.56545"
569,"Serbia",2000,"71.43","93.11",NULL,"98.0",NULL,NULL,NULL,NULL,NULL
570,"Serbia",2010,"74.2","89.77799999999999","97.71799999999999","99.74","4.3278",NULL,"23.964","8.68","16.3545"
571,"Serbia",2015,"75.21","85.71199999999999","97.72","99.45","3.789","97.982651","24.824","73.05799999999999","15.2429"
572,"Serbia",2019,"75.87","83.27",NULL,NULL,"3.7151",NULL,"31.13","60.86","14.2927"
573,"Seychelles",2000,"71.87","93.2",NULL,"99.0",NULL,NULL,NULL,NULL,NULL
574,"Seychelles",2010,"73.01","95.25800000000001",NULL,"99.4","4.7701","93.95423100000001","9.702000000000002","45.495","12.547"
575,"Seychelles",2015,"73.2","96.2",NULL,"99.0","4.0837","95.321083","10.84","45.25","13.7217"
576,"Seychelles",2019,"73.34","96.25",NULL,NULL,"4.4183",NULL,"21.21","80.77","14.4883"
577,"Sierra Leone",2000,"48.73","24.41",NULL,NULL,NULL,NULL,NULL,NULL,NULL
578,"Sierra Leone",2010,"54.74","35.616","11.886","51.599999999999994","2.5886",NULL,"0.185","2.245",NULL
579,"Sierra Leone",2015,"56.94","43.666","15.736","59.7","2.6658999999999997","47.8090705","0.25","5.343333333333334","33.7504"
580,"Sierra Leone",2019,"60.77","49.33","18.83","84.25","7.1385",NULL,NULL,"2.24","32.42715"
581,"Singapore",2000,"78.44","100.0",NULL,"99.7",NULL,"92.5494","13.47","40.32",NULL
582,"Singapore",2010,"81.7","100.0",NULL,"99.72","3.0804","95.85733","16.448","51.626","18.2179"
583,"Singapore",2015,"82.81","100.0",NULL,"99.66","2.8544","96.51476779999999","18.57","55.854",NULL
584,"Singapore",2019,"83.22","100.0",NULL,"99.53333333333335",NULL,NULL,"22.94","62.055","14.6943"
585,"Slovakia",2000,"73.3","96.8",NULL,"100.0",NULL,NULL,"33.334999999999994","74.23",NULL
586,"Slovakia",2010,"75.47","97.23",NULL,"99.396","4.1159",NULL,"33.066","64.60799999999999","15.2404"
587,"Slovakia",2015,"77.01","99.55999999999999",NULL,"98.47999999999999","4.6356",NULL,"33.822","61.105999999999995","15.2493"
588,"Slovakia",2019,"78.23","100.0",NULL,"98.3","3.9027",NULL,"34.41","31.93","15.5392"
589,"Slovenia",2000,"76.05","99.4",NULL,"99.9",NULL,NULL,"21.67","33.11333333333334",NULL
590,"Slovenia",2010,"79.55","99.4",NULL,"99.9","5.5625",NULL,"24.026000000000003","79.39599999999999","17.0169"
591,"Slovenia",2015,"80.47","99.4",NULL,"99.85","4.9082","99.712406","26.482","84.808","16.9046"
592,"Slovenia",2019,"81.31","99.4",NULL,NULL,"4.8029",NULL,"30.435000000000002","98.36","13.8016"
593,"Solomon Islands",2000,"62.51","76.47",NULL,NULL,NULL,"76.599998","1.35","8.99",NULL
594,"Solomon Islands",2010,"63.69","71.63799999999999",NULL,"86.0","9.8606",NULL,"1.77","20.96","19.9163"
595,"Solomon Islands",2015,"64.74","65.452","35.332","86.2",NULL,"84.099998","1.8099999999999998","18.39","22.4345"
596,"Solomon Islands",2019,"65.25","61.2","35.82",NULL,NULL,NULL,"1.94","21.64","25.4105"
597,"Somalia",2000,"49.87","19.6",NULL,NULL,NULL,NULL,NULL,NULL,NULL
598,"Somalia",2010,"51.98","18.432000000000002",NULL,"9.4",NULL,NULL,"0.28","0.9","35.5192"
599,"Somalia",2015,"54.57","24.558","9.741999999999999",NULL,NULL,NULL,"0.23","0.8200000000000001",NULL
600,"Somalia",2019,"56.47","27.735","9.82",NULL,NULL,NULL,NULL,NULL,NULL
601,"South Africa",2000,"55.75","66.19",NULL,NULL,NULL,"82.4021",NULL,"38.97666666666667",NULL
602,"South Africa",2010,"57.14","73.00800000000001",NULL,"94.3","5.347666666666666","91.49647499999999","7.092499999999999","8.982","31.544150000000002"
603,"South Africa",2015,"62.57","77.268","43.544999999999995",NULL,"6.0014","93.8923625","7.4875","11.722","30.3322"
604,"South Africa",2019,"65.25","80.25","43.925","96.7","6.159",NULL,"8.525","13.2",NULL
605,"South Sudan",2000,"54.15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
606,"South Sudan",2010,"61.1",NULL,NULL,"14.549999999999999",NULL,"26.83128",NULL,NULL,NULL
607,"South Sudan",2015,"61.99","37.606",NULL,NULL,"1.6268","31.97625",NULL,NULL,"46.7503"
608,"South Sudan",2019,"62.79","35.275000000000006",NULL,NULL,"1.23895",NULL,NULL,NULL,NULL
609,"Spain",2000,"79.08","100.0",NULL,NULL,NULL,NULL,"29.4","33.624",NULL
610,"Spain",2010,"81.69","100.0",NULL,NULL,"4.8191","97.74940500000001","29.5","47.720000000000006","12.4015"
611,"Spain",2015,"82.33","100.0",NULL,NULL,"4.2724","97.9931824","31.426","51.760000000000005","13.1862"
612,"Spain",2019,"83.22","100.0",NULL,NULL,"4.2091",NULL,"38.415","56.135","13.1317"
613,"Sri Lanka",2000,"71.89","75.99",NULL,NULL,NULL,NULL,"3.4579999999999997","8.48",NULL
614,"Sri Lanka",2010,"73.3","81.564",NULL,"98.6","1.7177","90.84938033333333","6.218","17.054000000000002","23.9144"
615,"Sri Lanka",2015,"76.27","84.992",NULL,NULL,"2.2288","92.614166","8.0","18.740000000000002","23.791150000000002"
616,"Sri Lanka",2019,"76.87","87.38",NULL,"99.5","2.1119",NULL,"9.416666666666666","20.416666666666668","21.7374"
617,"Suriname",2000,"69.94","73.57",NULL,NULL,NULL,NULL,"4.06","14.61",NULL
618,"Suriname",2010,"71.83","81.074","67.854","89.3",NULL,"94.648346","7.05","30.63","14.9465"
619,"Suriname",2015,"72.6","85.718","67.795","90.0",NULL,"95.538986","10.46","21.396666666666665","13.3311"
620,"Suriname",2019,"71.48","88.72999999999999",NULL,"98.4",NULL,NULL,"11.753333333333332","22.13","13.3934"
621,"Sweden",2000,"79.57","100.0",NULL,NULL,NULL,NULL,"29.588","102.34",NULL
622,"Sweden",2010,"81.3","100.0",NULL,NULL,"6.6148",NULL,"37.384","116.46","9.5389"
623,"Sweden",2015,"81.75","100.0",NULL,NULL,"7.5483",NULL,"41.22","117.78","12.0975"
624,"Sweden",2019,"82.4","100.0",NULL,NULL,"7.6699",NULL,"39.84","117.9","12.2333"
625,"Switzerland",2000,"79.72","100.0",NULL,NULL,NULL,NULL,"33.79","119.4",NULL
626,"Switzerland",2010,"82.19","100.0",NULL,NULL,"4.9261",NULL,"38.412","140.17999999999998",NULL
627,"Switzerland",2015,"82.61","100.0",NULL,NULL,"5.1006",NULL,"40.166","161.57999999999998","10.27525"
628,"Switzerland",2019,"83.45","100.0",NULL,NULL,"5.1133",NULL,"42.715","174.35000000000002","9.9287"
629,"Syrian Arab Republic",2000,"71.46","90.11",NULL,NULL,NULL,NULL,"13.3425","21.0075",NULL
630,"Syrian Arab Republic",2010,"74.35","92.488",NULL,"93.85","5.1301",NULL,"14.6125","18.625",NULL
631,"Syrian Arab Republic",2015,"64.4","93.976","70.55000000000001",NULL,NULL,NULL,"15.51","23.09",NULL
632,"Syrian Arab Republic",2019,"72.67","95.02000000000001","70.59",NULL,NULL,NULL,"12.87","15.41",NULL
633,"Tajikistan",2000,"65.58","43.47",NULL,NULL,NULL,"99.45124799999999","20.802","45.622",NULL
634,"Tajikistan",2010,"68.01","58.214","72.39","85.30000000000001","4.0068",NULL,"18.168","36.267999999999994","25.1815"
635,"Tajikistan",2015,"68.66","67.79","72.502","89.85","5.2314","99.774731","23.924999999999997","45.5525","22.782249999999998"
636,"Tajikistan",2019,"69.5","74.65","72.67500000000001","94.8",NULL,NULL,NULL,NULL,"22.3005"
637,"Thailand",2000,"71.25","91.66",NULL,"99.3",NULL,"92.646538","2.85","10.176666666666668",NULL
638,"Thailand",2010,"76.25","95.63",NULL,"98.15","3.5084","96.430908","3.2600000000000002","16.726000000000003","16.125149999999998"
639,"Thailand",2015,"77.41","98.124","83.885","99.6","4.124","93.8425445","4.65","23.68","16.1376"
640,"Thailand",2019,"77.7","99.515","83.91499999999999","99.1",NULL,NULL,"6.86","28.293333333333333","16.64815"
641,"The former Yugoslav Republic of Macedonia",2000,"71.11","98.55",NULL,"97.7",NULL,NULL,"22.169999999999998","35.63",NULL
642,"The former Yugoslav Republic of Macedonia",2010,"73.11","96.328",NULL,"99.64",NULL,NULL,"25.648000000000003","38.976",NULL
643,"The former Yugoslav Republic of Macedonia",2015,"73.73","91.28",NULL,"97.74000000000001",NULL,NULL,"27.925","40.845",NULL
644,"The former Yugoslav Republic of Macedonia",2019,"74.82","90.58",NULL,"99.90000000000002",NULL,NULL,NULL,NULL,NULL
645,"Timor-Leste",2000,"62.67",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
646,"Timor-Leste",2010,"68.06","51.42999999999999",NULL,"29.3","2.4494",NULL,NULL,"10.8625","29.9878"
647,"Timor-Leste",2015,"68.87","61.105999999999995","27.9175",NULL,"3.5226",NULL,"6.646666666666666","12.575000000000001","31.3548"
648,"Timor-Leste",2019,"69.62","68.59","28.14","56.7","4.1284",NULL,"7.359999999999999","17.045","26.9489"
649,"Togo",2000,"55.95","29.6",NULL,NULL,"3.9209","53.177601",NULL,NULL,NULL
650,"Togo",2010,"59.33","38.476","9.726","48.15","4.0965","56.9908755","1.2033333333333331","7.263333333333333","39.8555"
651,"Togo",2015,"61.92","43.99","10.132000000000001","44.6","5.1086","63.4737645","0.49","2.08","42.5787"
652,"Togo",2019,"64.27","47.84","10.43","69.4","5.165299999999999",NULL,"0.4000000000000001","3.8233333333333337","40.145"
653,"Tonga",2000,"70.92","97.37",NULL,"95.0",NULL,"98.905373",NULL,NULL,"22.1446"
654,"Tonga",2010,"72.22","98.33",NULL,"98.02000000000001",NULL,"99.018463","5.686666666666667","36.68","24.8863"
655,"Tonga",2015,"72.33","99.482",NULL,"95.5",NULL,"99.3916935","5.4","40.08","21.6331"
656,"Tonga",2019,"72.57","99.77",NULL,NULL,NULL,NULL,NULL,"41.57",NULL
657,"Trinidad and Tobago",2000,"69.7","91.83",NULL,"99.0",NULL,NULL,"8.772","25.55",NULL
658,"Trinidad and Tobago",2010,"72.12","95.42","89.44","99.55",NULL,NULL,"14.295","33.85","17.5794"
659,"Trinidad and Tobago",2015,"74.61","97.702","89.44","99.975",NULL,"98.9445345","22.345","33.8",NULL
660,"Trinidad and Tobago",2019,"76.13","98.18",NULL,"100.0",NULL,NULL,"37.665","46.669999999999995",NULL
661,"Tunisia",2000,"74.12","70.64",NULL,NULL,"6.202",NULL,"7.1659999999999995",NULL,NULL
662,"Tunisia",2010,"76.05","76.39599999999999","89.39599999999999","94.6","6.2635000000000005","77.96070100000001","11.176666666666668","21.900000000000002","17.1154"
663,"Tunisia",2015,"76.7","84.372","84.846","73.6","6.5992","80.30895","12.94","26.605","16.7662"
664,"Tunisia",2019,"77.04","88.35","79.44999999999999","99.5",NULL,NULL,"12.93","25.86","16.8717"
665,"Turkey",2000,"74.41","89.3",NULL,NULL,NULL,NULL,"12.398","6.624",NULL
666,"Turkey",2010,"76.89","94.506",NULL,"91.3","2.7506","90.06315225","16.112000000000002","20.866",NULL
667,"Turkey",2015,"77.79","97.94200000000001",NULL,"97.7",NULL,"95.08204500000001","17.541999999999998","25.248","18.4051"
668,"Turkey",2019,"78.62","98.62",NULL,"98.0",NULL,NULL,"18.314999999999998","26.42","16.9778"
669,"Turkmenistan",2000,"63.32","79.15","70.75",NULL,NULL,NULL,"27.48","80.12",NULL
670,"Turkmenistan",2010,"67.31","88.99800000000002","85.26599999999999","99.5",NULL,NULL,"23.202","45.896",NULL
671,"Turkmenistan",2015,"69.11","94.736","94.15",NULL,"3.0493","99.68289200000001","22.4","44.705",NULL
672,"Turkmenistan",2019,"69.75","98.86","99.69","100.0",NULL,NULL,NULL,NULL,NULL
673,"Uganda",2000,"48.76","19.18","2.6",NULL,NULL,NULL,NULL,NULL,NULL
674,"Uganda",2010,"59.67","28.570000000000004","11.124","41.9","2.389","72.29251099999999",NULL,NULL,"49.06995"
675,"Uganda",2015,"64.47","35.346000000000004","16.664","57.4","2.51225","72.004028","0.965","13.2225","45.3464"
676,"Uganda",2019,"66.69","40.485","20.645","74.2","2.5208",NULL,"1.68","14.49","42.6591"
677,"Ukraine",2000,"67.53","94.61",NULL,"99.9","4.1662",NULL,"30.3","65.95","19.8841"
678,"Ukraine",2010,"70.2","95.446",NULL,"99.66000000000001","7.318",NULL,"32.528000000000006","69.84200000000001","15.6579"
679,"Ukraine",2015,"72.2","92.23800000000001",NULL,"99.67500000000001","5.8749","99.758789","33.66","73.0375","12.3845"
680,"Ukraine",2019,"73.02","91.315",NULL,NULL,"5.4123",NULL,NULL,NULL,"12.9801"
681,"United Arab Emirates",2000,"73.18","95.68",NULL,NULL,NULL,NULL,"18.02","37.05",NULL
682,"United Arab Emirates",2010,"74.86","95.798",NULL,NULL,NULL,NULL,"14.628","28.35","16.2169"
683,"United Arab Emirates",2015,"75.31","96.102",NULL,"99.90000000000002",NULL,"92.986366","17.722","36.296","23.6179"
684,"United Arab Emirates",2019,"76.08","97.72999999999999",NULL,NULL,NULL,NULL,"24.45","56.47","24.5228"
685,"United Kingdom of Great Britain and Northern Ireland",2000,"77.85","100.0",NULL,NULL,NULL,NULL,"18.895999999999997","46.105",NULL
686,"United Kingdom of Great Britain and Northern Ireland",2010,"80.25","100.0",NULL,NULL,NULL,NULL,"25.504","90.772",NULL
687,"United Kingdom of Great Britain and Northern Ireland",2015,"80.65","100.0",NULL,NULL,NULL,NULL,"26.932","83.628",NULL
688,"United Kingdom of Great Britain and Northern Ireland",2019,"81.4","100.0",NULL,NULL,NULL,NULL,"27.846666666666668","82.24",NULL
689,"United Republic of Tanzania",2000,"52.47","16.44",NULL,NULL,NULL,NULL,NULL,NULL,NULL
690,"United Republic of Tanzania",2010,"61.39","27.926",NULL,"48.9",NULL,NULL,NULL,"2.39",NULL
691,"United Republic of Tanzania",2015,"65.36","35.86","47.39",NULL,NULL,NULL,"0.45999999999999996","4.365",NULL
692,"United Republic of Tanzania",2019,"67.34","41.655","47.870000000000005","63.5",NULL,NULL,"0.14","5.84",NULL
693,"United States of America",2000,"76.69","99.77",NULL,"99.4",NULL,NULL,"25.94",NULL,NULL
694,"United States of America",2010,"78.56","96.97",NULL,"99.34",NULL,NULL,"24.375999999999998","125.9",NULL
695,"United States of America",2015,"78.56","96.97",NULL,"99.08000000000001","4.9617",NULL,"25.35",NULL,"14.4572"
696,"United States of America",2019,"78.5","96.97",NULL,"99.09999999999998",NULL,NULL,"26.0","145.5","14.1986"
697,"Uruguay",2000,"74.82","74.61",NULL,"99.7",NULL,"96.781807",NULL,NULL,NULL
698,"Uruguay",2010,"76.36","80.40799999999999",NULL,"99.52000000000001","2.8803","98.031537","39.51","44.29","13.794"
699,"Uruguay",2015,"77.03","89.146",NULL,"99.82000000000001","4.3553","98.39474799999999",NULL,NULL,"11.7605"
700,"Uruguay",2019,"77.1","94.845",NULL,"100.0","4.8403",NULL,"45.175","19.41","11.0193"
701,"Uzbekistan",2000,"65.27","75.86",NULL,NULL,NULL,"98.642578","30.752499999999998","109.67999999999999",NULL
702,"Uzbekistan",2010,"70.19","91.41599999999998",NULL,"99.92",NULL,NULL,"26.008","110.67999999999999","17.7621"
703,"Uzbekistan",2015,"71.45","94.914",NULL,"100.0","5.7864","99.99020133333333","24.317500000000003","114.14999999999999","19.0319"
704,"Uzbekistan",2019,"73.01","95.965",NULL,"100.0","5.2813",NULL,NULL,NULL,"21.32835"
705,"Vanuatu",2000,"63.9","77.99",NULL,"88.0",NULL,"74.0","1.14","24.47",NULL
706,"Vanuatu",2010,"64.52","81.26","24.965","83.45","5.398",NULL,"1.1749999999999998","16.29","21.6644"
707,"Vanuatu",2015,"64.64","85.344","25.086","89.4","5.5499","84.7847445","1.84","18.4","26.5651"
708,"Vanuatu",2019,"65.31","88.14","25.195",NULL,"4.6954",NULL,"1.65","14.25",NULL
709,"Venezuela (Bolivarian Republic of)",2000,"74.09","96.65",NULL,NULL,NULL,NULL,NULL,"6.58",NULL
710,"Venezuela (Bolivarian Republic of)",2010,"74.79","96.216",NULL,NULL,NULL,NULL,NULL,NULL,NULL
711,"Venezuela (Bolivarian Republic of)",2015,"74.66","95.942",NULL,"98.15",NULL,NULL,NULL,NULL,NULL
712,"Venezuela (Bolivarian Republic of)",2019,"73.95","95.75",NULL,"99.19999999999999",NULL,NULL,NULL,"9.42",NULL
713,"Viet Nam",2000,"71.45","75.54",NULL,NULL,NULL,NULL,NULL,NULL,NULL
714,"Viet Nam",2010,"72.72","83.36800000000001","85.218","83.8","5.1372",NULL,"6.678","10.384","19.9018"
715,"Viet Nam",2015,"73.16","88.48400000000001","85.56","92.85","5.652",NULL,"8.0","11.48","19.2242"
716,"Viet Nam",2019,"73.74","92.16","85.81",NULL,"4.1728",NULL,"8.28","14.46","19.9535"
717,"Yemen",2000,"62.69","25.64",NULL,NULL,NULL,NULL,"2.39","4.15",NULL
718,"Yemen",2010,"67.7","39.053999999999995","48.035","35.7","5.1514",NULL,"3.165","7.17","30.8108"
719,"Yemen",2015,"67.47","50.232","48.726","39.55",NULL,"69.3756865","5.25","8.226666666666667","30.2528"
720,"Yemen",2019,"66.63","54.7","49.44",NULL,NULL,NULL,NULL,"7.673333333333333","26.9302"
721,"Zambia",2000,"44.46","30.9",NULL,NULL,NULL,"68.001793",NULL,NULL,NULL
722,"Zambia",2010,"56.67","36.263999999999996","13.2","45.2","1.0997","72.21797950000001","0.5925","7.1125","52.9851"
723,"Zambia",2015,"60.5","39.382","13.508","63.3","4.6243","85.117264","1.6549999999999998","1.86","42.7418"
724,"Zambia",2019,"62.45","41.565","13.885",NULL,"4.048333333333333",NULL,"6.75","9.47","42.06"
725,"Zimbabwe",2000,"46.57","59.88",NULL,NULL,NULL,NULL,"1.26",NULL,NULL
726,"Zimbabwe",2010,"51.49","55.402",NULL,"64.35","1.5441",NULL,"0.905","8.89",NULL
727,"Zimbabwe",2015,"58.48","52.27","36.868","74.76666666666667","6.1384","85.228096","1.104","13.654","36.4082"
728,"Zimbabwe",2019,"60.68","50.11","36.795","86.0","4.6045",NULL,"1.9166666666666667","19.773333333333333",NULL
